Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Project/View project/Detail MLBB game information website""), ""Detail MLBB Game Information Website"")",Chrome 110.0.0.0,,,2023-02-10 12:21:36,2023-02-10 12:21:37,0.588s,PASSED
"scrollToElement(findTestObject(""Project/View project/Link Video""), 0)",Chrome 110.0.0.0,,,2023-02-10 12:21:37,2023-02-10 12:21:38,0.582s,PASSED
back(),Chrome 110.0.0.0,,,2023-02-10 12:21:38,2023-02-10 12:21:38,0.099s,PASSED
refresh(),Chrome 110.0.0.0,,,2023-02-10 12:21:38,2023-02-10 12:21:38,0.694s,PASSED
,,,,,,,
Test Cases/Project/TC55_Edit project,Chrome 110.0.0.0,,,2023-02-10 12:21:38,2023-02-10 12:21:53,14.321s,PASSED
"setText(findTestObject(""Project/Edit project/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:21:40,2023-02-10 12:21:41,1.035s,PASSED
"click(findTestObject(""Project/Edit project/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:21:41,2023-02-10 12:21:43,2.464s,PASSED
"clearText(findTestObject(""Project/Edit project/Title""))",Chrome 110.0.0.0,,,2023-02-10 12:21:43,2023-02-10 12:21:44,0.606s,PASSED
"setText(findTestObject(""Project/Edit project/Title""), ""edit project baru"")",Chrome 110.0.0.0,,,2023-02-10 12:21:44,2023-02-10 12:21:45,0.993s,PASSED
"scrollToElement(findTestObject(""Project/Edit project/Link code""), 0)",Chrome 110.0.0.0,,,2023-02-10 12:21:45,2023-02-10 12:21:46,0.564s,PASSED
"clearText(findTestObject(""Project/Edit project/Link code""))",Chrome 110.0.0.0,,,2023-02-10 12:21:46,2023-02-10 12:21:46,0.680s,PASSED
"setText(findTestObject(""Project/Edit project/Link code""), ""inicode.com"")",Chrome 110.0.0.0,,,2023-02-10 12:21:46,2023-02-10 12:21:47,1.074s,PASSED
"clearText(findTestObject(""Project/Edit project/Link demo""))",Chrome 110.0.0.0,,,2023-02-10 12:21:47,2023-02-10 12:21:48,0.634s,PASSED
"setText(findTestObject(""Project/Edit project/Link demo""), ""inidemo.com"")",Chrome 110.0.0.0,,,2023-02-10 12:21:48,2023-02-10 12:21:49,1.019s,PASSED
"clearText(findTestObject(""Project/Edit project/Link video""))",Chrome 110.0.0.0,,,2023-02-10 12:21:49,2023-02-10 12:21:50,0.675s,PASSED
"setText(findTestObject(""Project/Edit project/Link video""), ""inividio.com"")",Chrome 110.0.0.0,,,2023-02-10 12:21:50,2023-02-10 12:21:51,1.020s,PASSED
"click(findTestObject(""Project/Edit project/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:21:51,2023-02-10 12:21:53,2.152s,PASSED
,,,,,,,
Test Cases/Project/TC56_Edit project dengan mengosongkan form,Chrome 110.0.0.0,,,2023-02-10 12:21:53,2023-02-10 12:22:03,9.716s,PASSED
"setText(findTestObject(""Project/Edit project/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:21:54,2023-02-10 12:21:56,1.088s,PASSED
"click(findTestObject(""Project/Edit project/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:21:56,2023-02-10 12:21:58,2.824s,PASSED
"clearText(findTestObject(""Project/Edit project/Title""))",Chrome 110.0.0.0,,,2023-02-10 12:21:58,2023-02-10 12:21:59,0.660s,PASSED
"scrollToElement(findTestObject(""Project/Edit project/Link code""), 0)",Chrome 110.0.0.0,,,2023-02-10 12:21:59,2023-02-10 12:22:00,0.589s,PASSED
"clearText(findTestObject(""Project/Edit project/Link code""))",Chrome 110.0.0.0,,,2023-02-10 12:22:00,2023-02-10 12:22:00,0.677s,PASSED
"clearText(findTestObject(""Project/Edit project/Link demo""))",Chrome 110.0.0.0,,,2023-02-10 12:22:00,2023-02-10 12:22:01,0.671s,PASSED
"clearText(findTestObject(""Project/Edit project/Link video""))",Chrome 110.0.0.0,,,2023-02-10 12:22:01,2023-02-10 12:22:02,0.702s,PASSED
"click(findTestObject(""Project/Edit project/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:22:02,2023-02-10 12:22:02,0.684s,PASSED
back(),Chrome 110.0.0.0,,,2023-02-10 12:22:02,2023-02-10 12:22:03,0.186s,PASSED
,,,,,,,
Test Cases/Project/TC57_Delete project,Chrome 110.0.0.0,,,2023-02-10 12:22:03,2023-02-10 12:22:10,7.521s,PASSED
refresh(),Chrome 110.0.0.0,,,2023-02-10 12:22:04,2023-02-10 12:22:05,0.685s,PASSED
"setText(findTestObject(""Project/Delete project/Search""), ""delete"")",Chrome 110.0.0.0,,,2023-02-10 12:22:05,2023-02-10 12:22:06,1.293s,PASSED
"click(findTestObject(""z test/Delete3/Delete button project""))",Chrome 110.0.0.0,,,2023-02-10 12:22:06,2023-02-10 12:22:07,1.271s,PASSED
"click(findTestObject(""Project/Delete project/Yes button""))",Chrome 110.0.0.0,,,2023-02-10 12:22:07,2023-02-10 12:22:09,2.166s,PASSED
refresh(),Chrome 110.0.0.0,,,2023-02-10 12:22:09,2023-02-10 12:22:10,0.576s,PASSED
,,,,,,,
Test Cases/Project/TC58_Export project,Chrome 110.0.0.0,,,2023-02-10 12:22:10,2023-02-10 12:22:16,5.972s,PASSED
"click(findTestObject(""Project/Export project/Export button""))",Chrome 110.0.0.0,,,2023-02-10 12:22:12,2023-02-10 12:22:12,0.616s,PASSED
"click(findTestObject(""Project/Export project/Status""))",Chrome 110.0.0.0,,,2023-02-10 12:22:12,2023-02-10 12:22:13,0.810s,PASSED
"sendKeys(findTestObject(""Project/Export project/Status""), ""n"")",Chrome 110.0.0.0,,,2023-02-10 12:22:13,2023-02-10 12:22:14,0.665s,PASSED
"sendKeys(findTestObject(""Project/Export project/Status""), Keys.chord(ENTER))",Chrome 110.0.0.0,,,2023-02-10 12:22:14,2023-02-10 12:22:14,0.578s,PASSED
"click(findTestObject(""Project/Export project/Export button1""))",Chrome 110.0.0.0,,,2023-02-10 12:22:14,2023-02-10 12:22:15,0.747s,PASSED
refresh(),Chrome 110.0.0.0,,,2023-02-10 12:22:15,2023-02-10 12:22:16,0.987s,PASSED
,,,,,,,
Test Cases/Speaker/TC59_Add speaker,Chrome 110.0.0.0,,,2023-02-10 12:22:16,2023-02-10 12:22:27,11.423s,PASSED
"click(findTestObject(""Speaker/Add speaker/Speaker""))",Chrome 110.0.0.0,,,2023-02-10 12:22:18,2023-02-10 12:22:19,1.245s,PASSED
"click(findTestObject(""Speaker/Add speaker/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:22:19,2023-02-10 12:22:21,1.681s,PASSED
"verifyElementText(findTestObject(""Speaker/Add speaker/Create Speaker""), ""Create Speaker"")",Chrome 110.0.0.0,,,2023-02-10 12:22:21,2023-02-10 12:22:21,0.611s,PASSED
"setText(findTestObject(""Speaker/Add speaker/Speaker name""), ""Test speaker"")",Chrome 110.0.0.0,,,2023-02-10 12:22:21,2023-02-10 12:22:22,1.010s,PASSED
"uploadFile(findTestObject(""Speaker/Add speaker/Speaker photo""), ""C:\FILE\TA\logo.png"")",Chrome 110.0.0.0,,,2023-02-10 12:22:22,2023-02-10 12:22:23,0.583s,PASSED
"setText(findTestObject(""Speaker/Add speaker/Speaker position""), ""Test position"")",Chrome 110.0.0.0,,,2023-02-10 12:22:23,2023-02-10 12:22:24,1.002s,PASSED
"setText(findTestObject(""Speaker/Add speaker/Desc""), ""ini deskripsi"")",Chrome 110.0.0.0,,,2023-02-10 12:22:24,2023-02-10 12:22:25,1.270s,PASSED
"click(findTestObject(""Speaker/Add speaker/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:22:25,2023-02-10 12:22:27,2.408s,PASSED
,,,,,,,
Test Cases/Speaker/TC60_Add speaker tanpa mengisi form,Chrome 110.0.0.0,,,2023-02-10 12:22:27,2023-02-10 12:22:34,6.671s,PASSED
"click(findTestObject(""Speaker/Add speaker/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:22:29,2023-02-10 12:22:33,3.734s,PASSED
"verifyElementText(findTestObject(""Speaker/Add speaker/Create Speaker""), ""Create Speaker"")",Chrome 110.0.0.0,,,2023-02-10 12:22:33,2023-02-10 12:22:33,0.643s,PASSED
"click(findTestObject(""Speaker/Add speaker/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:22:33,2023-02-10 12:22:34,0.641s,PASSED
back(),Chrome 110.0.0.0,,,2023-02-10 12:22:34,2023-02-10 12:22:34,0.153s,PASSED
,,,,,,,
Test Cases/Speaker/TC61_View speaker,Chrome 110.0.0.0,,,2023-02-10 12:22:34,2023-02-10 12:22:38,4.168s,PASSED
"setText(findTestObject(""Speaker/View speaker/Search""), ""adnan"")",Chrome 110.0.0.0,,,2023-02-10 12:22:36,2023-02-10 12:22:37,0.999s,PASSED
"verifyElementText(findTestObject(""Speaker/View speaker/Name""), ""Adnan Zulkarnain, S.Kom., M.M.S.I"")",Chrome 110.0.0.0,,,2023-02-10 12:22:37,2023-02-10 12:22:38,1.025s,PASSED
refresh(),Chrome 110.0.0.0,,,2023-02-10 12:22:38,2023-02-10 12:22:38,0.613s,PASSED
,,,,,,,
Test Cases/Speaker/TC62_Edit speaker,Chrome 110.0.0.0,,,2023-02-10 12:22:38,2023-02-10 12:22:50,11.971s,PASSED
"setText(findTestObject(""Speaker/Edit speaker/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:22:40,2023-02-10 12:22:41,0.989s,PASSED
"click(findTestObject(""Speaker/Edit speaker/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:22:41,2023-02-10 12:22:43,2.057s,PASSED
"clearText(findTestObject(""Speaker/Edit speaker/Speaker name""))",Chrome 110.0.0.0,,,2023-02-10 12:22:43,2023-02-10 12:22:43,0.650s,PASSED
"setText(findTestObject(""Speaker/Edit speaker/Speaker name""), ""edit speaker baru"")",Chrome 110.0.0.0,,,2023-02-10 12:22:43,2023-02-10 12:22:44,0.984s,PASSED
"clearText(findTestObject(""Speaker/Edit speaker/Speaker position""))",Chrome 110.0.0.0,,,2023-02-10 12:22:44,2023-02-10 12:22:45,0.620s,PASSED
"setText(findTestObject(""Speaker/Edit speaker/Speaker position""), ""alumni"")",Chrome 110.0.0.0,,,2023-02-10 12:22:45,2023-02-10 12:22:46,0.994s,PASSED
"clearText(findTestObject(""Speaker/Add speaker/Desc""))",Chrome 110.0.0.0,,,2023-02-10 12:22:46,2023-02-10 12:22:47,0.901s,PASSED
"setText(findTestObject(""Speaker/Add speaker/Desc""), ""ini adalah deskripsi "")",Chrome 110.0.0.0,,,2023-02-10 12:22:47,2023-02-10 12:22:48,1.104s,PASSED
"click(findTestObject(""Speaker/Edit speaker/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:22:48,2023-02-10 12:22:50,2.271s,PASSED
,,,,,,,
Test Cases/Speaker/TC63_Edit speaker dengan mengosongkan form,Chrome 110.0.0.0,,,2023-02-10 12:22:50,2023-02-10 12:22:58,7.798s,PASSED
"setText(findTestObject(""Speaker/Edit speaker/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:22:52,2023-02-10 12:22:53,0.985s,PASSED
"click(findTestObject(""Speaker/Edit speaker/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:22:53,2023-02-10 12:22:55,2.486s,PASSED
"clearText(findTestObject(""Speaker/Edit speaker/Speaker name""))",Chrome 110.0.0.0,,,2023-02-10 12:22:55,2023-02-10 12:22:56,0.666s,PASSED
"clearText(findTestObject(""Speaker/Edit speaker/Speaker position""))",Chrome 110.0.0.0,,,2023-02-10 12:22:56,2023-02-10 12:22:56,0.580s,PASSED
"clearText(findTestObject(""Speaker/Add speaker/Desc""))",Chrome 110.0.0.0,,,2023-02-10 12:22:56,2023-02-10 12:22:57,0.931s,PASSED
"click(findTestObject(""Speaker/Edit speaker/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:22:57,2023-02-10 12:22:58,0.658s,PASSED
back(),Chrome 110.0.0.0,,,2023-02-10 12:22:58,2023-02-10 12:22:58,0.134s,PASSED
,,,,,,,
Test Cases/Speaker/TC64_Delete speaker,Chrome 110.0.0.0,,,2023-02-10 12:22:58,2023-02-10 12:23:05,7.000s,PASSED
"click(findTestObject(""Speaker/Delete speaker/Speaker""))",Chrome 110.0.0.0,,,2023-02-10 12:23:00,2023-02-10 12:23:01,1.131s,PASSED
"setText(findTestObject(""Speaker/Delete speaker/Search""), ""delete"")",Chrome 110.0.0.0,,,2023-02-10 12:23:01,2023-02-10 12:23:02,1.181s,PASSED
"click(findTestObject(""z test/Delete1/Delete button speaker""))",Chrome 110.0.0.0,,,2023-02-10 12:23:02,2023-02-10 12:23:03,1.202s,PASSED
"click(findTestObject(""Speaker/Delete speaker/Yes button""))",Chrome 110.0.0.0,,,2023-02-10 12:23:03,2023-02-10 12:23:05,2.097s,PASSED
,,,,,,,
Test Cases/Agenda/TC65_View event di agenda,Chrome 110.0.0.0,,,2023-02-10 12:23:05,2023-02-10 12:23:12,6.547s,FAILED
"click(findTestObject(""Agenda/View event/Agenda""))",Chrome 110.0.0.0,,,2023-02-10 12:23:07,2023-02-10 12:23:10,3.352s,PASSED
"setText(findTestObject(""Agenda/View event/Search""), ""TECHNOFEST 1.0"")",Chrome 110.0.0.0,,,2023-02-10 12:23:10,2023-02-10 12:23:11,1.016s,PASSED
"verifyElementText(findTestObject(""Agenda/View event/Event""), ""TECHNOFEST 1.0"")",Chrome 110.0.0.0,,,2023-02-10 12:23:11,2023-02-10 12:23:12,0.769s,FAILED
,,,,,,,
Test Cases/Agenda/TC66_Add agenda,Chrome 110.0.0.0,,,2023-02-10 12:23:12,2023-02-10 12:23:24,11.983s,PASSED
"click(findTestObject(""Agenda/Add speaker/Action button""))",Chrome 110.0.0.0,,,2023-02-10 12:23:13,2023-02-10 12:23:14,1.314s,PASSED
"click(findTestObject(""Agenda/Add speaker/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:23:14,2023-02-10 12:23:16,1.218s,PASSED
"verifyElementText(findTestObject(""Agenda/Add speaker/Create Agenda""), ""Create Agenda"")",Chrome 110.0.0.0,,,2023-02-10 12:23:16,2023-02-10 12:23:16,0.564s,PASSED
"setText(findTestObject(""Agenda/Add speaker/Title""), ""Test agenda"")",Chrome 110.0.0.0,,,2023-02-10 12:23:16,2023-02-10 12:23:17,1.002s,PASSED
"click(findTestObject(""Agenda/Add speaker/Choose speaker""))",Chrome 110.0.0.0,,,2023-02-10 12:23:17,2023-02-10 12:23:18,0.687s,PASSED
"setText(findTestObject(""Agenda/Add speaker/Search speaker""), ""adnan"")",Chrome 110.0.0.0,,,2023-02-10 12:23:18,2023-02-10 12:23:19,0.938s,PASSED
"sendKeys(findTestObject(""Agenda/Add speaker/Search speaker""), Keys.chord(ENTER))",Chrome 110.0.0.0,,,2023-02-10 12:23:19,2023-02-10 12:23:19,0.552s,PASSED
"uploadFile(findTestObject(""Agenda/Add speaker/Poster""), ""C:\FILE\TA\logo.png"")",Chrome 110.0.0.0,,,2023-02-10 12:23:19,2023-02-10 12:23:20,0.585s,PASSED
"setText(findTestObject(""Agenda/Add speaker/Event date""), ""12/12/2023"")",Chrome 110.0.0.0,,,2023-02-10 12:23:20,2023-02-10 12:23:21,1.150s,PASSED
"click(findTestObject(""Agenda/Add speaker/Non-Active""))",Chrome 110.0.0.0,,,2023-02-10 12:23:21,2023-02-10 12:23:22,0.651s,PASSED
"click(findTestObject(""Agenda/Add speaker/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:23:22,2023-02-10 12:23:24,2.035s,PASSED
,,,,,,,
Test Cases/Agenda/TC67_Add agenda tanpa mengisi form,Chrome 110.0.0.0,,,2023-02-10 12:23:24,2023-02-10 12:23:30,6.289s,PASSED
"click(findTestObject(""Agenda/Add speaker/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:23:25,2023-02-10 12:23:29,3.621s,PASSED
"verifyElementText(findTestObject(""Agenda/Add speaker/Create Agenda""), ""Create Agenda"")",Chrome 110.0.0.0,,,2023-02-10 12:23:29,2023-02-10 12:23:29,0.602s,PASSED
"click(findTestObject(""Agenda/Add speaker/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:23:29,2023-02-10 12:23:30,0.602s,PASSED
back(),Chrome 110.0.0.0,,,2023-02-10 12:23:30,2023-02-10 12:23:30,0.139s,PASSED
,,,,,,,
Test Cases/Agenda/TC68_View agenda,Chrome 110.0.0.0,,,2023-02-10 12:23:30,2023-02-10 12:23:34,3.898s,PASSED
"setText(findTestObject(""Agenda/View agenda/Search""), ""ini agenda"")",Chrome 110.0.0.0,,,2023-02-10 12:23:31,2023-02-10 12:23:32,1.008s,PASSED
"verifyElementText(findTestObject(""Agenda/View agenda/Title""), ""ini agenda"")",Chrome 110.0.0.0,,,2023-02-10 12:23:32,2023-02-10 12:23:33,0.974s,PASSED
refresh(),Chrome 110.0.0.0,,,2023-02-10 12:23:33,2023-02-10 12:23:34,0.598s,PASSED
,,,,,,,
Test Cases/Agenda/TC69_Edit agenda,Chrome 110.0.0.0,,,2023-02-10 12:23:34,2023-02-10 12:23:46,11.727s,PASSED
"setText(findTestObject(""Agenda/View agenda/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:23:35,2023-02-10 12:23:36,1.014s,PASSED
"click(findTestObject(""Agenda/Edit agenda/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:23:36,2023-02-10 12:23:38,1.690s,PASSED
"clearText(findTestObject(""Agenda/Edit agenda/Title""))",Chrome 110.0.0.0,,,2023-02-10 12:23:38,2023-02-10 12:23:39,0.596s,PASSED
"setText(findTestObject(""Agenda/Edit agenda/Title""), ""edit agenda baru"")",Chrome 110.0.0.0,,,2023-02-10 12:23:39,2023-02-10 12:23:40,1.011s,PASSED
"click(findTestObject(""Agenda/Edit agenda/Choose speaker""))",Chrome 110.0.0.0,,,2023-02-10 12:23:40,2023-02-10 12:23:40,0.696s,PASSED
"setText(findTestObject(""Agenda/Edit agenda/Search speaker""), ""mukhlis"")",Chrome 110.0.0.0,,,2023-02-10 12:23:40,2023-02-10 12:23:41,1.007s,PASSED
"sendKeys(findTestObject(""Agenda/Edit agenda/Search speaker""), Keys.chord(ENTER))",Chrome 110.0.0.0,,,2023-02-10 12:23:41,2023-02-10 12:23:42,0.581s,PASSED
"clearText(findTestObject(""Agenda/Edit agenda/Event date""))",Chrome 110.0.0.0,,,2023-02-10 12:23:42,2023-02-10 12:23:43,0.653s,PASSED
"setText(findTestObject(""Agenda/Edit agenda/Event date""), ""11/11/2023"")",Chrome 110.0.0.0,,,2023-02-10 12:23:43,2023-02-10 12:23:44,1.119s,PASSED
"click(findTestObject(""Agenda/Edit agenda/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:23:44,2023-02-10 12:23:46,2.005s,PASSED
,,,,,,,
Test Cases/Agenda/TC70_Edit agenda dengan mengosongkan form,Chrome 110.0.0.0,,,2023-02-10 12:23:46,2023-02-10 12:23:53,7.705s,PASSED
"setText(findTestObject(""Agenda/View agenda/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:23:47,2023-02-10 12:23:48,1.003s,PASSED
"click(findTestObject(""Agenda/Edit agenda/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:23:48,2023-02-10 12:23:51,3.298s,PASSED
"clearText(findTestObject(""Agenda/Edit agenda/Title""))",Chrome 110.0.0.0,,,2023-02-10 12:23:51,2023-02-10 12:23:52,0.599s,PASSED
"clearText(findTestObject(""Agenda/Edit agenda/Event date""))",Chrome 110.0.0.0,,,2023-02-10 12:23:52,2023-02-10 12:23:53,0.597s,PASSED
"click(findTestObject(""Agenda/Edit agenda/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:23:53,2023-02-10 12:23:53,0.606s,PASSED
back(),Chrome 110.0.0.0,,,2023-02-10 12:23:53,2023-02-10 12:23:53,0.086s,PASSED
,,,,,,,
Test Cases/Agenda/TC71_Delete agenda,Chrome 110.0.0.0,,,2023-02-10 12:23:53,2023-02-10 12:23:59,5.117s,PASSED
"setText(findTestObject(""Agenda/Delete agenda/Search""), ""delete"")",Chrome 110.0.0.0,,,2023-02-10 12:23:55,2023-02-10 12:23:56,0.952s,PASSED
"click(findTestObject(""z test/Delete1/Delete button agenda""))",Chrome 110.0.0.0,,,2023-02-10 12:23:56,2023-02-10 12:23:57,1.138s,PASSED
"click(findTestObject(""Agenda/Delete agenda/Yes button""))",Chrome 110.0.0.0,,,2023-02-10 12:23:57,2023-02-10 12:23:59,1.753s,PASSED
,,,,,,,
Test Cases/Event/TC72_View all event,Chrome 110.0.0.0,,,2023-02-10 12:23:59,2023-02-10 12:24:05,6.953s,FAILED
"click(findTestObject(""Event/View all event/Event""))",Chrome 110.0.0.0,,,2023-02-10 12:24:00,2023-02-10 12:24:04,3.726s,PASSED
"setText(findTestObject(""Event/View all event/Search""), ""TECHNOFEST 1.0"")",Chrome 110.0.0.0,,,2023-02-10 12:24:04,2023-02-10 12:24:05,1.042s,PASSED
"verifyElementText(findTestObject(""Event/View all event/Event (1)""), ""TECHNOFEST 1.0"")",Chrome 110.0.0.0,,,2023-02-10 12:24:05,2023-02-10 12:24:05,0.767s,FAILED
,,,,,,,
Test Cases/Event/TC73_Add event,Chrome 110.0.0.0,,,2023-02-10 12:24:06,2023-02-10 12:24:21,15.313s,PASSED
"click(findTestObject(""Event/Add event/Action button""))",Chrome 110.0.0.0,,,2023-02-10 12:24:07,2023-02-10 12:24:08,1.272s,PASSED
"click(findTestObject(""Event/Add event/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:24:08,2023-02-10 12:24:10,2.077s,PASSED
"verifyElementText(findTestObject(""Event/Add event/Create Event""), ""Create Event"")",Chrome 110.0.0.0,,,2023-02-10 12:24:10,2023-02-10 12:24:11,0.589s,PASSED
"setText(findTestObject(""Event/Add event/Title""), ""Test event"")",Chrome 110.0.0.0,,,2023-02-10 12:24:11,2023-02-10 12:24:12,1.002s,PASSED
"click(findTestObject(""Event/Add event/YT""))",Chrome 110.0.0.0,,,2023-02-10 12:24:12,2023-02-10 12:24:12,0.602s,PASSED
"setText(findTestObject(""Event/Add event/YT link""), ""iniyt.com"")",Chrome 110.0.0.0,,,2023-02-10 12:24:12,2023-02-10 12:24:13,1.028s,PASSED
"click(findTestObject(""Event/Add event/Choose one""))",Chrome 110.0.0.0,,,2023-02-10 12:24:13,2023-02-10 12:24:14,0.626s,PASSED
"setText(findTestObject(""Event/Add event/Search visibility""), ""hidden"")",Chrome 110.0.0.0,,,2023-02-10 12:24:14,2023-02-10 12:24:15,0.938s,PASSED
"sendKeys(findTestObject(""Event/Add event/Search visibility""), Keys.chord(ENTER))",Chrome 110.0.0.0,,,2023-02-10 12:24:15,2023-02-10 12:24:16,0.574s,PASSED
"click(findTestObject(""Event/Add event/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:24:16,2023-02-10 12:24:21,5.184s,PASSED
,,,,,,,
Test Cases/Event/TC74_Add event tanpa mengisi form,Chrome 110.0.0.0,,,2023-02-10 12:24:21,2023-02-10 12:24:29,7.976s,PASSED
"click(findTestObject(""Event/Add event/Add Data""))",Chrome 110.0.0.0,,,2023-02-10 12:24:22,2023-02-10 12:24:24,1.316s,PASSED
"verifyElementText(findTestObject(""Event/Add event/Create Event""), ""Create Event"")",Chrome 110.0.0.0,,,2023-02-10 12:24:24,2023-02-10 12:24:24,0.557s,PASSED
"click(findTestObject(""Event/Add event/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:24:24,2023-02-10 12:24:25,0.604s,PASSED
back(),Chrome 110.0.0.0,,,2023-02-10 12:24:25,2023-02-10 12:24:29,4.070s,PASSED
,,,,,,,
Test Cases/Event/TC75_View event,Chrome 110.0.0.0,,,2023-02-10 12:24:29,2023-02-10 12:24:33,4.043s,PASSED
"setText(findTestObject(""Event/View event/Search""), ""ini event"")",Chrome 110.0.0.0,,,2023-02-10 12:24:30,2023-02-10 12:24:31,1.086s,PASSED
"verifyElementText(findTestObject(""Event/View event/Title""), ""ini event"")",Chrome 110.0.0.0,,,2023-02-10 12:24:31,2023-02-10 12:24:33,1.575s,PASSED
refresh(),Chrome 110.0.0.0,,,2023-02-10 12:24:33,2023-02-10 12:24:33,0.025s,PASSED
,,,,,,,
Test Cases/Event/TC76_Edit event,Chrome 110.0.0.0,,,2023-02-10 12:24:33,2023-02-10 12:24:48,14.924s,PASSED
"setText(findTestObject(""Event/Edit event/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:24:35,2023-02-10 12:24:37,2.468s,PASSED
"click(findTestObject(""Event/Edit event/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:24:37,2023-02-10 12:24:39,2.214s,PASSED
"clearText(findTestObject(""Event/Edit event/Title""))",Chrome 110.0.0.0,,,2023-02-10 12:24:39,2023-02-10 12:24:40,0.633s,PASSED
"setText(findTestObject(""Event/Edit event/Title""), ""Edit event baru"")",Chrome 110.0.0.0,,,2023-02-10 12:24:40,2023-02-10 12:24:41,0.984s,PASSED
"clearText(findTestObject(""Event/Edit event/Link yt""))",Chrome 110.0.0.0,,,2023-02-10 12:24:41,2023-02-10 12:24:42,0.660s,PASSED
"setText(findTestObject(""Event/Edit event/Link yt""), ""iniytbaru.com"")",Chrome 110.0.0.0,,,2023-02-10 12:24:42,2023-02-10 12:24:43,1.047s,PASSED
"click(findTestObject(""Event/Edit event/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:24:43,2023-02-10 12:24:48,4.983s,PASSED
,,,,,,,
Test Cases/Event/TC77_Edit event dengan mengosongkan form,Chrome 110.0.0.0,,,2023-02-10 12:24:48,2023-02-10 12:24:59,10.811s,PASSED
"setText(findTestObject(""Event/Edit event/Search""), ""edit"")",Chrome 110.0.0.0,,,2023-02-10 12:24:49,2023-02-10 12:24:50,1.043s,PASSED
"click(findTestObject(""Event/Edit event/Edit button""))",Chrome 110.0.0.0,,,2023-02-10 12:24:50,2023-02-10 12:24:53,2.316s,PASSED
"clearText(findTestObject(""Event/Edit event/Title""))",Chrome 110.0.0.0,,,2023-02-10 12:24:53,2023-02-10 12:24:53,0.605s,PASSED
"clearText(findTestObject(""Event/Edit event/Link yt""))",Chrome 110.0.0.0,,,2023-02-10 12:24:53,2023-02-10 12:24:54,0.619s,PASSED
"click(findTestObject(""Event/Edit event/Submit button""))",Chrome 110.0.0.0,,,2023-02-10 12:24:54,2023-02-10 12:24:54,0.667s,PASSED
back(),Chrome 110.0.0.0,,,2023-02-10 12:24:54,2023-02-10 12:24:59,4.176s,PASSED
,,,,,,,
Test Cases/Event/TC78_Delete event,Chrome 110.0.0.0,,,2023-02-10 12:24:59,2023-02-10 12:25:06,7.764s,PASSED
"setText(findTestObject(""Event/Delete event/Search""), ""delete"")",Chrome 110.0.0.0,,,2023-02-10 12:25:00,2023-02-10 12:25:01,0.974s,PASSED
"click(findTestObject(""z test/Delete1/Delete button event""))",Chrome 110.0.0.0,,,2023-02-10 12:25:01,2023-02-10 12:25:03,1.553s,PASSED
"click(findTestObject(""Event/Delete event/Yes button""))",Chrome 110.0.0.0,,,2023-02-10 12:25:03,2023-02-10 12:25:06,3.871s,PASSED
,,,,,,,
Test Cases/Quizioner/TC79_View event di quizioner,Chrome 110.0.0.0,,,2023-02-10 12:25:06,2023-02-10 12:25:11,4.906s,FAILED
"click(findTestObject(""Quizioner/View event/Quizioner""))",Chrome 110.0.0.0,,,2023-02-10 12:25:08,2023-02-10 12:25:10,1.751s,PASSED
"setText(findTestObject(""Quizioner/View event/Search""), ""TECHNOFEST 1.0"")",Chrome 110.0.0.0,,,2023-02-10 12:25:10,2023-02-10 12:25:11,1.065s,PASSED
